"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"ESP-1469","Congregaci?_n de los Sagrados Corazones","45","",""
"ESP-147","Ajuntament de Manresa","45","",""
"ESP-147","Ajuntament de Manresa","45","",""
"ESP-147","Ajuntament de Manresa, en concertaci?_ amb la Comissi?_ de sensibilitzaci?_ del Consell Municipal de Solidaritat (Creu Roja Manresa, Setem, Just?_cia i Pau).","45","",""
"ESP-1470","Congregaci?_n Hermanas de la Asunci?_n","45","",""
"ESP-1471","CONGREGACI??N HERMANAS HOSPITALARIAS DEL SAGRADO CORAZ??N DE JES?_S.","45","",""
"ESP-1472","Congregaci?_n Misioneras del Divino Maestro","45","",""
"ESP-1473","CONGREGACI??N RELIGIOSAS JES?_S MAR?A","45","",""
"ESP-1474","CONGREGACI??N SAGRADOS CORAZONES","45","",""
"ESP-1475","CONGRESO GENERAL KUNA Y MINISTERIO DE EDUCACI??N","45","",""
"ESP-1476","CONGRESO NACIONAL DE INTENDENTES (URUGUAY)","45","",""
"ESP-1477","CONOSUD-ASSOCIACI?? DE COOPERACI?? INTERNACIONAL NORD-SUD","45","",""
"ESP-1478","Consejer?_a de Obras P?blicas y Vivienda","45","",""
"ESP-1479","Consejo de Cooperaci?_n y Ayuntamiento de Bilbao","45","",""
"ESP-148","Ajuntament de Masquefa","45","",""
"ESP-1480","CONSEJO DE LA JUVENTUD DE EXTREMADURA","45","",""
"ESP-1481","Consejo Estatal para la Cultura y las Artes del Estado de Chiapas","45","",""
"ESP-1482","Consejo Gubernativo de Bienes de la Arquidi?_cesis de Guayaquil","45","",""
"ESP-1483","CONSEJO INSULAR DE FORMENTERA","45","",""
"ESP-1484","Consejo Interhospitalario de Cooperaci?_n (CIC)","45","",""
"ESP-1484","Consejo Interhospitalario de Cooperaci?_n","45","",""
"ESP-1484","Consell Interhospitalari de Cooperaci?_ - CIC","45","",""
"ESP-1485","Consejo Municipal de cooperaci?_n al desarrollo","45","",""
"ESP-1486","Consejo Municipal de Cooperaci?_n y Solidaridad y el Instituto Municipal de Educaci?_n","45","",""
"ESP-1487","Consejo Nacional de Desarrollo Cient?_fico y Tecnol?_gico (CNPq) de la Republica Federativa del Brasil","45","",""
"ESP-1488","Consejo Nacional de Ecuatorianos de Espa?a","45","",""
"ESP-1489","CONSEJO PARA INNOVAR LA TRADICION CERAMICA DE OAXACA AC","45","",""
"ESP-1489","CONSEJO PARA INNOVAR LA TRADICION CERAMICA DE OAXACA AC","45","",""
"ESP-149","Ajuntament de Masquefa","45","",""
"ESP-1490","CONSEJO REGIONAL INDIGENA DEL CAUCA ??? CRIC","45","",""
"ESP-1491","Consejo Superior de Colegios de Arquitectos de Espa?a","45","",""
"ESP-1492","Consejo Superior de la Judicatura; Escuela Judicial ???Rodrigo Lara Bonilla??; Corte Constitucional, Corte Suprema de Justicia y Consejo de Estado; Fiscal?_a General de la Naci?_n","45","",""
"ESP-1493","CONSELHO MUNICIPAL","45","",""
"ESP-1494","Consell Assessor per al Desenvolupament i IEMed","45","",""
"ESP-1495","Consell Comarcal de Baix Camp","45","",""
"ESP-1496","Consell Comarcal de la Segarra","45","",""
"ESP-1497","Consell Comarcal de lAlt Pened?s","45","",""
"ESP-1497","Consell Comarcal de l'Alt Pened?s","45","",""
"ESP-1498","Consell Comarcal de l'Urgell","45","",""
"ESP-1499","Consell Comarcal de Pallars Juss?","45","",""
"ESP-150","Ajuntament de Matar?_","45","",""
"ESP-1500","Consell Comarcal del Baix Empord?","45","",""
"ESP-1501","Consell Comarcal del Bergued?","45","",""
"ESP-1502","Consell Comarcal del Garraf","45","",""
"ESP-1503","Consell Comarcal del Solson?s","45","",""
"ESP-1504","Consell Comarcal del Vall?s Occidental","45","",""
"ESP-1505","Consell Comarcal del Vall?s Oriental","45","",""
"ESP-1506","Consell Comarcal y Fundaci?_ Paui i Solidaritat","45","",""
"ESP-1507","Consell de Garanties Estatut??ries, Centro de Estudios y Formaci?_n Constitucional Centroamericano-CEFCCA, Sales","45","",""
"ESP-1508","Consell de la Joventud de Barcelona","45","",""
"ESP-1509","Consell de la Joventut Horta-Guinard?_","45","",""
"ESP-151","Ajuntament de Molins de Rei","45","",""
"ESP-1510","Consell General del Poder Judicial","45","",""
"ESP-1511","Consell Municipal de Solidaritat i Cooperaci?_ Internacional","45","",""
"ESP-1512","CONSERVACI??N HUMANA AC","45","",""
"ESP-1513","Consorci Casa ??sia","45","",""
"ESP-1514","Consorci de Formaci?_ i Iniciatives Cercs-Bergued?","45","",""
"ESP-1515","CONSORCIO INTERNACIONAL ARTE Y ESCUELA, A.C","45","",""
"ESP-1516","Consorcio: Serso Euskalherria, Tierra de Hombres y Save the Children","45","",""
"ESP-1517","CONSTRUYE MUNDO","45","",""
"ESP-1517","Construye Mundo","45","",""
"ESP-1518","Convenci?_n Nacional del Agro Peruano","45","",""
"ESP-1519","ASOCIACI??N DE COOPERADORES AMIGONIANOS DE HELL?N","45","",""
"ESP-1519","COOPERADORES AMIGONIANOS DE HELL?N","45","",""
"ESP-1519","COOPERADORES AMIGONIANOS DE HELL?N y Centro Fortaleza","45","",""
"ESP-1519","COOPERADORES AMIGONIANOS DE HELL?N y Fundaci?_n Centro Par??lisis Cerebral","45","",""
"ESP-1519","COOPERADORES AMIGONIANOS DE HELL?N y Hogar de Ni?os Santa Cruz","45","",""
"ESP-1519","COOPERADORES AMIGONIANOS DE HELL?N y Hogar Santa Cruz","45","",""
"ESP-1519","Cooperadores Amigonianos deHellin","45","",""
"ESP-152","Planeta Salud","45","",""
"ESP-152","Ajuntament de Molins de Rei, en concert amb Ir?nia, jocs de pau.","45","",""
"ESP-1520","COPADE 2010","45","",""
"ESP-1520","FUNDACI??N COPADE","45","",""
"ESP-1520","Fundaci?_n Comercio para el Desarrollo","45","",""
"ESP-1520","FUNDACI??N COMERCIO PARA EL DESARROLLO, COPADE","45","",""
"ESP-1522","ECODES","45","",""
"ESP-1522","FUNDACION ECOLOGIA Y DESARROLLO (ECODES)","45","",""
"ESP-1523","ENTRE PUEBLOS","45","",""
"ESP-1523","Entrepobles","45","",""
"ESP-1523","Entrepueblos","45","",""
"ESP-1523","Fundaci?_n Solidaria Entre Pueblos","45","",""
"ESP-1523","FUNDACION SOLIDARIA ENTRE PUEBLOS COMUNIDAD VALENCIANA","45","",""
"ESP-1525","ASOCIACI??N FONDO ANDALUZ DE MUNICIPIOS PARA LA SOLIDARIDAD INTERNACIONAL (FAMSI)","45","",""
"ESP-1525","Convenio FAMSI","45","",""
"ESP-1525","FAMSI","45","",""
"ESP-1525","FAMSI (Fondo andaluz de Municipios para la Solidaridad Internacional)","45","",""
"ESP-1525","FAMSI Fondo Andaluz Municipal De Solidaridad Internacional","45","",""
"ESP-1525","FAMSI. Fondo Andaluz de Municipios por la Solidaridad","45","",""
"ESP-1525","FONDO ANDALUZ DE MUNICIPIOS PARA LA sOLIDARIDAD iNSTITUCIONAL.(FAMSI)","45","",""
"ESP-1525","Fondo Andaluz de Municipios para la Solidaridad Internacional (FAMSI)","45","",""
"ESP-1525","Fondo Andaluz de Municipios para la Solidaridad Internacional (FAMSI) 2010","45","",""
"ESP-1525","Fondo Andaluz de Municipios por la Solidaridad Internacional (FAMSI)","45","",""
"ESP-1525","M?? Interior y Descentralizacion / FAMSI","45","",""
"ESP-1525","Diputaci?_n de Granada, Consorcio de la Solidaridad de la provincia de Granada, SAS, FAMSI y Pangea Solidaridad.","45","",""
"ESP-1525","Fondo Andaluz de Municipios para la Solidaridad Internacional (FAMSI), Ayuntamiento de C?_rdoba, Empresa de Saneamiento de C?_rdoba (SADECO)","45","",""
"ESP-1525","Fondo Andaluz de Municipios para la Solidaridad Internacional, Ayuntamiento de C?_rdoba y otras administraciones andaluzas socias de FAMSI","45","",""
"ESP-1526","AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENT?FICAS","45","",""
"ESP-1526","AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS CSIC","45","",""
"ESP-1527","Convenio UIM","45","",""
"ESP-1528","Convento San Agust?_n","45","",""
"ESP-1529","Cooepracci?_","45","",""
"ESP-1529","COOPERACCI?","45","",""
"ESP-1529","Cooperacci?_","45","",""
"ESP-1529","Cooperaci?_","45","",""
"ESP-1529","Cooperacci?_, en concertaci?_ amb l'Associaci?_ Entrepobles i Lliga dels Drets dels Pobles","45","",""
"ESP-153","Ajuntament de Mollet del Vall?s","45","",""
"ESP-1530","COOPERA","45","",""
"ESP-1530","Coopera ONG","45","",""
"ESP-1531","Coopera j?_venes para la cooperaci?_n internacional para el desarrollo","45","",""
"ESP-1531","Cooperaci?_ i Solidaritat","45","",""
"ESP-1532","Cooperacion Alternativa Manchega","45","",""
"ESP-1533","COOPERACI??N ALTERNATIVA MANCHEGA (CALMA) ONGD","45","",""
"ESP-1533","COOPERACION ALTERNATIVA MANCHEGA (CALMA)","45","",""
"ESP-1534","Cooperaci?_n Canaria","45","",""
"ESP-1535","COOPERACI??N INTERNACIONAL","45","",""
"ESP-1535","COOPERACI??N INTERNACIONAL ONG","45","",""
"ESP-1535","Cooperaci?_n Internacional","45","",""
"ESP-1535","COOPERACION INTERNACIONAL","45","",""
"ESP-1536","Cooperaci?_n Social","45","",""
"ESP-1537","Cooperaci?_n social Asturias","45","",""
"ESP-1537","COOPERACION SOCIAL ASTURIAS PARA LA AYUDA AL DESARROLLO","45","",""
"ESP-1538","COOPERACI??N VICENCIANA PARA EL DESARROLLO","45","",""
"ESP-1538","COOPERACI??N VICENCIANA PARA EL DESARROLLO ? ACCI??N MISIONERA VICENCIANA DE ESPA??A (COVIDE ? AMVE)","45","",""
"ESP-1538","COOPERACI??N VICENCIANA PARA EL DESARROLLO-ACCI??N MISIONERA VICENCIANA DE ESPA??A","45","",""
"ESP-1538","Cooperaci?_n Vicenciana para el Desarrollo","45","",""
"ESP-1538","Cooperaci?_n Vicenciana para el Desarrollo (COVIDE)","45","",""
"ESP-1538","Cooperaci?_n Vicenciana para el Desarrollo (COVIDE-AMVE)","45","",""
"ESP-1538","Cooperaci?_n Vicenciana para el Desarrollo-Acci?_n Misionera Vicenciana de Espa?a (COVIDE-AMVE)","45","",""
"ESP-1538","Cooperaci?_n Vivenciana para el Desarrollo- Acci?_n Misionera Vicenciana de Espa?a (COVIDE-AMVE)","45","",""
"ESP-1538","COOPERACION VICENCIANA PARA EL DESARROLLO","45","",""
"ESP-1538","COOPERACION VICENCIANA PARA EL DESARROLLO-ACCION MISIONERA VICENCIANA DE ESPA??A (COVIDE-AMVE)","45","",""
"ESP-1538","COVIDE","45","",""
"ESP-1538","COVIDE - AMVE","45","",""
"ESP-1538","COVIDE- AMVE","45","",""
"ESP-1538","COVIDE-AMVE","45","",""
"ESP-1538","COVIDE-AMVE (Cooperaci?_n Vicenciana para el Desarrollo - Acci?_n Misionera Vicenciana de Espa?a","45","",""
"ESP-1538","COVIDE-AMVE (Cooperaci?_n Vicenciana para el Desarrollo)","45","",""
"ESP-1539","Cooperation Committee for Cambodia (CCC)","45","",""
"ESP-154","Ajuntament de Montcada i Reixac","45","",""
"ESP-1540","Cooperativa Agr?_cola Integral ???El Recuerdo??, R.L.","45","",""
"ESP-1541","Cooperativa de Agricultores y Ganaderos de Canarias (COAG)","45","",""
"ESP-1542","Cooperavida (Associaci?_ de treball solidari)","45","",""
"ESP-1543","Coord. As. Senegaleses de Catalunya","45","",""
"ESP-1544","Coordinadora","45","",""
"ESP-1545","COORDINADORA CANTABRA DE ONGS","45","",""
"ESP-1546","COORDINADORA CASTELLANO-LEONESA DE ONGS PARA EL DESARROLLO","45","",""
"ESP-1547","Coordinadora Castellano-Leonesa de ONGs para el Desarrollo (Unidad Territorial)","45","",""
"ESP-1548","Coordinadora d'Associacions Senegaleses de Catalunya - CASC","45","",""
"ESP-1549","COORDINADORA DE ONDG","45","",""
"ESP-1549","Coordinadora de ONGD","45","",""
"ESP-1549","COORDINADORA DE ONGD DE CLM","45","",""
"ESP-1549","Coordinadora de ONGD de la CAV","45","",""
"ESP-1549","COORDINADORA DE ONGD DE LA RIOJA","45","",""
"ESP-1549","Coordinadora de ONGD de La Rioja - CONGDCAR","45","",""
"ESP-1549","Coordinadora de ONGD de Navarra","45","",""
"ESP-1549","Coordinadora de ONGD del Principado de Asturias","45","",""
"ESP-1549","Coordinadora de ONGD's Euskadi","45","",""
"ESP-1549","COORDINADORA DE ONG'S","45","",""
"ESP-1549","Coordinadora de ONGs para el desarrollo de la Regi?_n de Murcia","45","",""
"ESP-1549","Coordinadora de Organizaciones No Gubernamentales de Desarrollo de la Comunidad Aut?_noma Vasca","45","",""
"ESP-1549","Coordinadora de Organizaciones No Gubernamentales para el Desarrollo( ONGD) de Euskadi.","45","",""
"ESP-1549","Coordinadora d'ONG Solid??ries de les comarques gironines i l'Alt Maresme","45","",""
"ESP-1549","Coordinadora d'ONGD i altres moviments solidaris de Lleida","45","",""
"ESP-1549","Coordinadora de ONG, Euskal Fondoa y Asociaciones de Cooperaci?_n","45","",""
"ESP-155","Ajuntament de Palafolls","45","",""
"ESP-1550","Coordinadora Estatal De Organizaciones De Comercio Justo","45","",""
"ESP-1551","COORDINADORA EXTREME??A O.N.G.D. (CONGD)","45","",""
"ESP-1552","Coordinadora Gai-Lesbiana","45","",""
"ESP-1553","Coordinadora Galega de ONGD (CGONGD)","45","",""
"ESP-1554","Coordinadora ONGD Castilla y Le?_n","45","",""
"ESP-1555","Coordinadora ONGDs de la CAPV para el desarrollo del tercer mundo","45","",""
"ESP-1556","COORDINADORA ONG'S DESARROLLO DE CANARIAS","45","",""
"ESP-1557","COORDINADORA PROVINCIAL DE ONGD??s DE GUADALAJARA","45","",""
"ESP-1558","COORDINADORA REGIONAL DE ONGD??s DE CASTILLA LA MANCHA","45","",""
"ESP-1559","Coordinadota Valenciana de ONGD","45","",""
"ESP-156","Ajuntament de Palafrugell","45","",""
"ESP-1560","COPEVISTA","45","",""
"ESP-1561","COPRODELI","45","",""
"ESP-1562","CORDINADORA ONG DE CASTILLA-LA MANCHA","45","",""
"ESP-1563","C?_rdoba, CCE","45","",""
"ESP-1564","CORPORACION COLOMBIANA DE TEATRO","45","",""
"ESP-1565","Corporaci?_n Con-Vivamos","45","",""
"ESP-1566","CORPORACI??N CULTURA LA GESTOR?A","45","",""
"ESP-1567","CORPORACI??N DE ARTE Y POES?A PROMETEO","45","",""
"ESP-1568","Corporaci?_n de la Aviaci?_n Cubana, S.A. (CACSA)","45","",""
"ESP-1569","Corporaci?_n Excelencia en la Justicia","45","",""
"ESP-157","Ajuntament de Pallej?","45","",""
"ESP-1570","Corporaci?_n Financiera de Desarrollo S.A. (COFIDE)","45","",""
"ESP-1571","CORPORACION NACIONAL DE TURISMO DE VIETNAM","45","",""
"ESP-1572","Corporaci?_n Nacional para el Desarrollo (CND)","45","",""
"ESP-1573","Corporaci?_n Nuevo Arco Iris","45","",""
"ESP-1574","CORPORACI??N PARA EL DESARROLLO DE SANTIAGO-CORDESAN","45","",""
"ESP-1575","Corporaci?_n Sisma Mujer","45","",""
"ESP-1576","Crecer con Futuro","45","",""
"ESP-1577","CRESIB: Centre d'Investigaci?_ en Salud Internacional de Barcelona","45","",""
"ESP-1577","CRESIB","45","",""
"ESP-1578","Creu Roja","45","",""
"ESP-1578","Cruz Roja","45","",""
"ESP-1578","Cruz Roja - Asamblea Cooperaci?_n Paz - UNICEF","45","",""
"ESP-1578","Cruz Roja - C??ritas","45","",""
"ESP-1578","Cruz Roja - Manos Unidas - Asamblea Cooperaci?_n para la Paz","45","",""
"ESP-1578","Cruz Roja y C??ritas","45","",""
"ESP-1578","CUCO","45","",""
"ESP-1578","CUCO 2010","45","",""
"ESP-1578","CUCO Asociaci?_n Cultura y Cooperaci?_n al Desarrollo","45","",""
"ESP-1578","CUCO GALICIA (ASOC. CULTURA Y COOERACI??N AL DESARROLLO)","45","",""
"ESP-1578","ONGD CRUZ ROJA ESPA??OLA","45","",""
"ESP-1578","Cruz Roja Espa?ola,. Asociaci?_n de Caridad San Vicente de Pa?l","45","",""
"ESP-1578","CUCO, ASOCIACION PRO-CULTURA Y COOPERACI??N AL DESARROLLO","45","",""
"ESP-1579","Cultura ind?_gena del Principado de Asturias","45","",""
"ESP-158","AJUNTAMENT DE PALMA","45","",""
"ESP-1580","CVONGD","45","",""
"ESP-1581","Dagua","45","",""
"ESP-1582","Danchurchaid","45","",""
"ESP-1583","DANIEL SHAH & NURIA TONEU","45","",""
"ESP-1584","DASS","45","",""
"ESP-1585","FUNDACI??N DASYC","45","",""
"ESP-1585","Fundaci?_n DASYC","45","",""
"ESP-1585","Fundaci?_n DASYC (Fundaci?_n para el Desarrolllo de Acciones Sociales y Culturales)","45","",""
"ESP-1585","Fundaci?_n DASYC (Fundaci?_n para el Desarrolllo de Actividades Sociales y Culturales)","45","",""
"ESP-1586","Debeq 2009","45","",""
"ESP-1586","Debeq 2010","45","",""
"ESP-1587","DECCO INTERNACIONAL","45","",""
"ESP-1588","Defensor?_a del Pueblo","45","",""
"ESP-1589","DELEGACI??N DEL PUEBLO SAHARAUI PARA ARAG??N","45","",""
"ESP-159","Ajuntament de Perell?_","45","",""
"ESP-1590","DELEGACION SAHARAUI DE CASTILLA LA MANCHA","45","",""
"ESP-1591","DELEGACION SAHARAUI EN CANTABRIA","45","",""
"ESP-1592","DELWENDE  Al servicio de la vida\"\"","45","",""
"ESP-1592","DELWENDE AL SERVICIO DE LA VIDA","45","",""
"ESP-1592","DELWENDE. Al servicio de laVida","45","",""
"ESP-1593","Democr??cia, Ciudadan?_a y Desarrollo","45","",""
"ESP-1594","DENTISTAS SOBRE RUEDAS","45","",""
"ESP-1595","Dentistes Mundi","45","",""
"ESP-1596","Departament de Salut","45","",""
"ESP-1597","Departament d'Educaci?_","45","",""
"ESP-1598","Departament d'Educaci?_ i Cooperaci?_ Alemanya - GIZ","45","",""
"ESP-1599","Departamento de An??lisis Econ?_mico Aplicado de la Universidad de Alicante","45","",""
"ESP-1599","Departamento de An??lisis Econ?_mico Aplicado de la Universidad de Alicante.","45","",""
"ESP-16","AACODE","45","",""
"ESP-160","Ajuntament de Premi?? de Mar","45","",""
"ESP-1600","Departamento de Ciencia Pol?_tica y de la Administraci?_n de la UPV- EHU.","45","",""
"ESP-1601","Departamento de Salud","45","",""
"ESP-1602","Desarrollo de Ecoturismo Comunitario Internacional","45","",""
"ESP-1603","DESARROLLO Y ACCI??N SOCIAL SOLIDARIA","45","",""
"ESP-1604","Desenvolupament a l'??frica. songtaaba","45","",""
"ESP-1605","DESOS - Opci?_ Solid??ria - Cooperaci?_ i Desenvolupament Sostenible","45","",""
"ESP-1605","DESOS Opci?_ Solid??ria","45","",""
"ESP-1605","Institut Europeu de la Mediterr??nia -IEMed-","45","",""
"ESP-1606","Despacho de la Primera Dama","45","",""
"ESP-1606","Despacho de la Primera Dama de la Rep?blica de RD","45","",""
"ESP-1607","Despeses administratives","45","",""
"ESP-1608","DESTA FOR AFRICA","45","",""
"ESP-1609","Deutsche Gesellschaft f?_r Technische Zusammenarbeit (GTZ)","45","",""
"ESP-161","Ajuntament de Rub?_","45","",""
"ESP-1610","DEVELOPMENT ORGANISATION OF THE RURAL POOR","45","",""
"ESP-1611","DEVELOPMENTAL LEGAL AID CENTRE, INC.","45","",""
"ESP-1612","DIDESUR","45","",""
"ESP-1612","DIDESUR 2010","45","",""
"ESP-1613","DIGNIDAD","45","",""
"ESP-1613","Dignidad Boadilla","45","",""
"ESP-1613","DIGNIDAD Y DESARROLLO PARA EL SUR","45","",""
"ESP-1614","Di?_cesis de Calahorra y La Calzada-Logro?o","45","",""
"ESP-1615","DIP. FRO. GUIP?_ZCOA","45","",""
"ESP-1616","DIP. PROV. A CORU??A","45","",""
"ESP-1617","DIP. PROV. ALAVA","45","",""
"ESP-1618","DIP. PROV. ALICANTE","45","",""
"ESP-1619","DIP. PROV. BADAJOZ","45","",""
"ESP-162","Ajuntament de Sabadell","45","",""
"ESP-1620","DIP. PROV. BURGOS","45","",""
"ESP-1621","Dip. Prov. C??ceres","45","",""
"ESP-1622","DIP. PROV. C?DIZ","45","",""
"ESP-1623","DIP. PROV. C??RDOBA","45","",""
"ESP-1624","DIP. PROV. DE ALBACETE","45","",""
"ESP-1625","Dip. Prov. de Cuenca","45","",""
"ESP-1626","DIP. PROV. DE GUADALAJARA","45","",""
"ESP-1627","DIP. PROV. DE HUELVA","45","",""
"ESP-1628","DIP. PROV. GIRONA","45","",""
"ESP-1629","DIP. PROV. HUESCA","45","",""
"ESP-163","Ajuntament de Sant Adri?? de Bes?_s","45","",""
"ESP-1630","DIP. PROV. JA?","45","",""
"ESP-1631","DIP. PROV. LE??N","45","",""
"ESP-1632","DIP. PROV. LLEIDA","45","",""
"ESP-1633","DIP. PROV. LUGO","45","",""
"ESP-1634","DIP. PROV. PALENCIA","45","",""
"ESP-1635","DIP. PROV. SEVILLA","45","",""
"ESP-1636","DIP. PROV. SORIA","45","",""
"ESP-1637","DIP. PROV. TERUEL","45","",""
"ESP-1638","Dip. Prov. Toledo","45","",""
"ESP-1639","DIP. PROV. VALLADOLID","45","",""
"ESP-164","Ajuntament de Sant Boi de Llobregat","45","",""
"ESP-164","Ajuntament de Sant Boi del Llobregat","45","",""
"ESP-1640","DIP. PROV. ZARAGOZA","45","",""
"ESP-1641","Diputaci?_ de Barcelona","45","",""
"ESP-1642","Diputaci?_n c??ceres","45","",""
"ESP-1642","Diputaci?_n de C??ceres","45","",""
"ESP-1643","DIPUTACION DE ALICANTE JUNTO CON DAR AL KARAMA, MUSOL, AMNISTIA INTERNACIONAL Y ENTRECULTURAS-FE Y ALEGRIA","45","",""
"ESP-1644","Diputaci?_n de Granada","45","",""
"ESP-1645","Diputaci?_n de Granada,Ayuntamientos ,ONGDs, Centros Eucativos","45","",""
"ESP-1646","Diputaci?_n de Huelva","45","",""
"ESP-1646","Diputaci?_n Provincial de Huelva","45","",""
"ESP-1647","DIPUTACI??N DE HUESCA","45","",""
"ESP-1647","Diputaci?_n de Huesca","45","",""
"ESP-1648","Diputaci?_n de Sevilla","45","",""
"ESP-1648","DIPUTACION DE SEVILLA","45","",""
"ESP-1649","Diputaci?_n P. de M??laga","45","",""
"ESP-165","Ajuntament de Sant Cugat","45","",""
"ESP-1650","DIPUTACI??N PROV. DE SALAMANCA","45","",""
"ESP-1651","DIPUTACI??N PROVINCIAL DE GUADALAJARA","45","",""
"ESP-1652","Direcci?_n de Igualdad y Diversidad Social del DF, Fideicomiso Centro Hist?_rico de la Ciudad de M?xico","45","",""
"ESP-1653","DIRECCI??N GENERAL DE ACCI??N EXTERIOR DE LA RIOJA","45","",""
"ESP-1654","Direcci?_n General de Cooperaci?_n al Desarrollo y Solidaridad","45","",""
"ESP-1655","Direcci?_n Nacional de C??rceles del Ministerio del Interior d'Uruguai","45","",""
"ESP-1656","Direcci?_n Nacional de Educaci?_n Intercultural Biling?_e (DINEIB)","45","",""
"ESP-1657","DIRECCION REGIONAL DE CULTURA DE TANGER-TETUAN","45","",""
"ESP-1658","Directa Fundaci?_n para el Desarrollo Integral","45","",""
"ESP-1659","Dispositivo Nacional de Prevenci?_n y Gesti?_n de Crisis","45","",""
"ESP-166","Ajuntament de Sant Cugat del Vall?s","45","",""
"ESP-1660","DISTRITO FEDERAL","45","",""
"ESP-1661","Distritos de Anchongo, Paucar?? y Yauli. Provincias de Angaraes, Acobamba y Huancavelica. Regi?_n Hauncavelica. Per?.","45","",""
"ESP-1662","DIYARBAKIR SUR","45","",""
"ESP-1663","Doa","45","",""
"ESP-1663","DOA (DENOK OSASUNAREN ALDE)","45","",""
"ESP-1664","DOCUMENTA","45","",""
"ESP-1665","Donation & Transplantation Institute","45","",""
"ESP-1666","Dones per la llibertat i la democr??cia","45","",""
"ESP-1667","DRETS HUMANS DE MALLORCA","45","",""
"ESP-1668","ECCA Romo","45","",""
"ESP-1669","Ecodesarrollo Gaia (Cif G-15507171)","45","",""
"ESP-167","Ajuntament de Sant Feliu de Llobregat","45","",""
"ESP-1670","ECODESARROLLO. ASOCIACI??N PARA LA PROMOCI??N DE UN DESARROLLO SOSTENIBLE","45","",""
"ESP-1671","Econexiones Unidas Francia","45","",""
"ESP-1672","ECONOM?A Y COLABORACI??N SOLIDARIA CON LAS PERSONAS SORDAS (ECOSOL-SORD)","45","",""
"ESP-1673","Economistas sin fronteras.","45","",""
"ESP-1674","Ecosol","45","",""
"ESP-1674","ECOSOL - SORD Econom?_a y Colaboraci?_n Solidaria con las personas sordas","45","",""
"ESP-1674","ECOSOL SORD","45","",""
"ESP-1674","Ecosol-Sord","45","",""
"ESP-1675","Edad Dorada Mensajeros de la Paz Occidente","45","",""
"ESP-1676","EDEX Centro de Recursos Comunitarios","45","",""
"ESP-1676","EDEX CENTRO DE RECURSOS SOCIOCOMUNITARIOS","45","",""
"ESP-1676","EDEX-Centro de Recursos Comunitarios","45","",""
"ESP-1677","Eduaci?_n Sin Fronteras (ESF)","45","",""
"ESP-1677","EDUCACI??N SIN FRONTERAS","45","",""
"ESP-1677","EDUCACI??N SIN FRONTERAS - ESPA??A","45","",""
"ESP-1677","EDUCACI??N SIN FRONTERAS-ESPA??A","45","",""
"ESP-1677","Educaci?_ Sense Fronteres","45","",""
"ESP-1677","Educaci?_n sen Fronteiras (Cif G-58510280)","45","",""
"ESP-1677","Educaci?_n Sin Fonteras. Fondos propios","45","",""
"ESP-1677","Educaci?_n Sin Fronteras","45","",""
"ESP-1677","Educaci?_n sin Fronteras","45","",""
"ESP-1677","Educaci?_n sin Fronteras - ESF","45","",""
"ESP-1677","Educaci?_n Sin Fronteras (ESF)","45","",""
"ESP-1677","Educaci?_n Sin Fronteras-Espa?a","45","",""
"ESP-1677","EDUCACION SIN FRONTERAS","45","",""
"ESP-1677","EDUCACION SIN FRONTERAS ESF-ESPA??A","45","",""
"ESP-1677","EDUCACI??N SIN FRONTERAS, ESF","45","",""
"ESP-1678","EDUALTER","45","",""
"ESP-1678","Edualter - Educaci?_ Alternativa","45","",""
"ESP-1679","Educa?ao Comunitaria Ativa","45","",""
"ESP-168","Ajuntament de Sant Joan de Vilatorrada","45","",""
"ESP-1680","EDUCACI??N POR UN MUNDO IGUALITARIO Y SOSTENIBLE","45","",""
"ESP-1681","Educanepal","45","",""
"ESP-1683","Egoaiza","45","",""
"ESP-1683","Egoaizia","45","",""
"ESP-1683","EGOAIZIA Asociaci?_n para la Cooperaci?_n al Desarrollo","45","",""
"ESP-1683","Egoaizia-Aldatze","45","",""
"ESP-1684","EHNE-UGAV Euskal Herriko Nekazarien Elkartasuna/Uni?_n de Ganaderos/as y Agricultores/as Vascos/as","45","",""
"ESP-1684","EHNE Bizkaia Euskal Herriko Nekazarien Elkartasuna","45","",""
"ESP-1684","EHNE Bizkaia Euskal Herriko Nekazarien Elkartasuna Bizkaia","45","",""
"ESP-1685","Ejecuci?_n directa","45","",""
"ESP-1685","Ejecuci??_??_n directa","45","",""
"ESP-1685","V?A DIRECTA","45","",""
"ESP-1685","V?_a Directa","45","",""
"ESP-1685","VIA DIRECTA","45","",""
"ESP-1686","Ekologistak Martxan","45","",""
"ESP-1686","Ekologistak Martxan Iru?a-Ecologistas en Acci?_n-ANAT LANE","45","",""
"ESP-1687","El Fons Catal?? de Cooperaci?_ al Desenvolupament","45","",""
"ESP-1688","EL PATIO DE LAS CULTURAS","45","",""
"ESP-1689","El Prat con El Sahara","45","",""
"ESP-169","Ajuntament de Sant Joan Desp?_","45","",""
"ESP-1690","El Solson?s Obert al M?_n, SOM","45","",""
"ESP-1691","El sue?o de Ricardo. Atzeneta-Safan?.","45","",""
"ESP-1692","ELAN EUSKADI","45","",""
